Code,Taxa,Family,Country,Continent,D12,R,S,Db
2654C,Abarema jupunba,Leguminosae,Brazil,South-America,0.71,0.51,24,0.6
1203G,Abarema jupunba,Leguminosae,French Guiana,South-America,0.66,0.46,30,0.54
0801,Abies alba,Pinaceae,France,Europe,0.5,0.34,37,0.41
1760,Abies alba,Pinaceae,France,Europe,0.54,0.52,25,0.45
1950,Abies alba,Pinaceae,France,Europe,0.48,0.41,27,0.4
2007,Abies alba,Pinaceae,France,Europe,0.43,0.47,27,0.36
1528,Abrahamia ditimena,Anacardiaceae,Madagascar,Africa,0.77,0.4,28,0.64
1548,Abrahamia ditimena,Anacardiaceae,Madagascar,Africa,0.79,0.39,29,0.66
3005P,Acacia elata,Leguminosae,Burundi,Africa,0.61,0.47,33,0.49
3008P,Acacia elata,Leguminosae,Burundi,Africa,0.6,0.43,31,0.49
3021P,Acacia elata,Leguminosae,Burundi,Africa,0.64,0.46,30,0.52
0403,Acacia heterophylla,Leguminosae,Reunion,Indian ocean,0.6,0.42,28,0.5
3172P,Acacia mangium,Leguminosae,Malaysia,Asia,0.65,0.37,25,0.55
3183,Acacia shirleyi,Leguminosae,Australia,Australia,1.21,NA,NA,1
3183A,Acacia shirleyi,Leguminosae,Australia,Australia,1.14,NA,NA,0.94
3001P,Afrocarpus mannii,Podocarpaceae,Burundi,Africa,0.48,0.35,27,0.41
3002P,Afrocarpus mannii,Podocarpaceae,Burundi,Africa,0.43,0.34,26,0.37
3032P,Afrocarpus mannii,Podocarpaceae,Burundi,Africa,0.43,0.35,27,0.36
0974,Afzelia africana,Leguminosae,Central African Republic,Africa,0.85,0.42,20,0.73
0906,Afzelia africana,Leguminosae,Cote d'Ivoire,Africa,0.74,0.4,19,0.64
0955,Afzelia africana,Leguminosae,Cote d'Ivoire,Africa,0.79,0.34,20,0.69
1090,Afzelia africana,Leguminosae,Cote d'Ivoire,Africa,0.78,0.23,28,0.67
1203,Afzelia africana,Leguminosae,Cote d'Ivoire,Africa,0.79,0.39,19,0.69
0003,Afzelia africana,Leguminosae,Guinea,Africa,0.8,0.43,20,0.69
0934,Afzelia bella,Leguminosae,Cote d'Ivoire,Africa,0.7,0.36,18,0.61
0159,Afzelia bipindensis,Leguminosae,Cameroon,Africa,0.73,0.37,17,0.64
0413,Afzelia bipindensis,Leguminosae,Cameroon,Africa,0.79,0.38,17,0.69
0429,Afzelia bipindensis,Leguminosae,Cameroon,Africa,0.82,0.37,19,0.71
0648,Afzelia bipindensis,Leguminosae,Cameroon,Africa,0.85,0.31,21,0.74
0772,Afzelia bipindensis,Leguminosae,Cameroon,Africa,0.92,0.34,20,0.8
1105,Afzelia bipindensis,Leguminosae,Cameroon,Africa,0.84,0.61,NA,0.7
1106,Afzelia bipindensis,Leguminosae,Cameroon,Africa,0.83,0.39,19,0.72
1115,Afzelia bipindensis,Leguminosae,Cameroon,Africa,0.86,0.33,22,0.74
1096,Afzelia pachyloba,Leguminosae,Cameroon,Africa,0.72,0.4,21,0.62
1098,Afzelia pachyloba,Leguminosae,Cameroon,Africa,0.74,0.38,21,0.64
1104,Afzelia pachyloba,Leguminosae,Cameroon,Africa,0.79,0.59,NA,0.65
2134,Agathis dammara,Araucariaceae,Malaysia,Asia,0.52,0.34,27,0.44
0205,Agathis lanceolata,Araucariaceae,New Caledonia,Pacific ocean,0.59,0.5,31,0.48
0595,Agathis lanceolata,Araucariaceae,New Caledonia,Pacific ocean,0.58,0.3,NA,0.48
2818,Agathis lanceolata,Araucariaceae,New Caledonia,Pacific ocean,0.52,0.38,29,0.43
2225,Agathis macrophylla,Araucariaceae,Vanuatu,Pacific ocean,0.55,0.39,29,0.46
2203,Agathis moorei,Araucariaceae,New Caledonia,Pacific ocean,0.6,0.36,29,0.5
2373,Agathis moorei,Araucariaceae,New Caledonia,Pacific ocean,0.47,0.38,29,0.39
2381,Agathis moorei,Araucariaceae,New Caledonia,Pacific ocean,0.52,0.36,29,0.44
2623,Agathis moorei,Araucariaceae,New Caledonia,Pacific ocean,0.42,0.31,28,0.36
2635,Agathis moorei,Araucariaceae,New Caledonia,Pacific ocean,0.51,0.35,28,0.43
1119,Albizia adianthifolia,Leguminosae,Cameroon,Africa,0.52,0.28,30,0.44
0264,Albizia adianthifolia,Leguminosae,Cote d'Ivoire,Africa,0.55,0.32,31,0.46
0461,Albizia ferruginea,Leguminosae,Congo,Africa,0.61,0.4,26,0.51
1093,Albizia ferruginea,Leguminosae,Congo,Africa,0.59,0.31,32,0.49
1101,Albizia ferruginea,Leguminosae,Congo,Africa,0.64,0.43,23,0.54
0453,Albizia ferruginea,Leguminosae,Cote d'Ivoire,Africa,0.5,0.36,24,0.43
2129,Albizia ferruginea,Leguminosae,Cote d'Ivoire,Africa,0.61,0.39,22,0.52
2229,Albizia ferruginea,Leguminosae,Cote d'Ivoire,Africa,0.6,0.36,23,0.51
2618,Albizia ferruginea,Leguminosae,Cote d'Ivoire,Africa,0.64,0.4,21,0.55
0406,Albizia gummifera,Leguminosae,Cameroon,Africa,0.58,0.34,29,0.49
0166,Albizia lebbeck,Leguminosae,Guadeloupe,Carribean,0.65,0.27,27,0.56
0296,Albizia lebbeck,Leguminosae,Mali,Africa,0.65,0.41,24,0.55
0596,Albizia lebbeck,Leguminosae,New Caledonia,Pacific ocean,0.66,0.2,40,0.56
0230,Albizia pedicellaris,Leguminosae,French Guiana,South-America,0.66,0.47,27,0.55
1588,Albizia pedicellaris,Leguminosae,French Guiana,South-America,0.7,0.38,31,0.58
1612,Albizia pedicellaris,Leguminosae,French Guiana,South-America,0.52,0.38,23,0.44
1682,Albizia pedicellaris,Leguminosae,French Guiana,South-America,0.57,0.38,25,0.48
2594,Albizia pedicellaris,Leguminosae,French Guiana,South-America,0.61,0.46,23,0.52
0134G,Albizia pedicellaris,Leguminosae,French Guiana,South-America,0.6,0.38,28,0.5
0435G,Albizia pedicellaris,Leguminosae,French Guiana,South-America,0.62,0.33,29,0.52
0440G,Albizia pedicellaris,Leguminosae,French Guiana,South-America,0.6,0.45,26,0.5
0449G,Albizia pedicellaris,Leguminosae,French Guiana,South-America,0.61,0.44,26,0.51
1166,Albizia saman,Leguminosae,New Caledonia,Pacific ocean,0.58,0.22,NA,0.48
1118,Albizia sp,Leguminosae,Cameroon,Africa,0.56,0.34,23,0.48
1123,Albizia sp,Leguminosae,Cameroon,Africa,0.65,0.34,32,0.54
0877,Albizia zygia,Leguminosae,Cote d'Ivoire,Africa,0.5,0.33,28,0.42
2910,Aldina heterophylla,Leguminosae,Brazil,South-America,0.94,0.58,23,0.79
3058,Aldina heterophylla,Leguminosae,Brazil,South-America,0.85,0.58,18,0.73
0080V,Aldina heterophylla,Leguminosae,Brazil,South-America,0.82,0.5,24,0.69
0108V,Aldina heterophylla,Leguminosae,Brazil,South-America,0.83,0.47,26,0.69
0121V,Aldina heterophylla,Leguminosae,Brazil,South-America,0.94,0.52,30,0.76
0564,Aleurites moluccanus,Euphorbiaceae,New Caledonia,Pacific ocean,0.41,0.35,35,0.34
2774,Aleurites moluccanus,Euphorbiaceae,New Caledonia,Pacific ocean,0.4,0.38,32,0.33
2778,Aleurites moluccanus,Euphorbiaceae,New Caledonia,Pacific ocean,0.43,0.36,38,0.35
2606,Alexa grandiflora,Leguminosae,Brazil,South-America,0.93,0.48,31,0.75
2674,Alexa grandiflora,Leguminosae,Brazil,South-America,0.8,0.49,27,0.66
0006V,Alexa grandiflora,Leguminosae,Brazil,South-America,0.74,0.52,32,0.59
0010V,Alexa grandiflora,Leguminosae,Brazil,South-America,0.71,0.5,30,0.58
0048V,Alexa grandiflora,Leguminosae,Brazil,South-America,0.68,0.54,31,0.54
0124V,Alexa grandiflora,Leguminosae,Brazil,South-America,0.69,0.52,31,0.56
0375,Allanblackia floribunda,Clusiaceae,Cote d'Ivoire,Africa,0.67,0.4,NA,0.55
1047,Allanblackia floribunda,Clusiaceae,Cote d'Ivoire,Africa,0.67,0.19,NA,0.55
0830,Allanblackia staneriana,Clusiaceae,Congo,Africa,0.67,0.41,28,0.56
0043V,Allantoma integrifolia,Lecythidaceae,Brazil,South-America,0.64,0.36,20,0.55
0122V,Allantoma integrifolia,Lecythidaceae,Brazil,South-America,0.63,0.39,28,0.53
2853,Allophylus cobbe,Sapindaceae,Solomon Islands,Pacific ocean,0.78,0.51,30,0.63
1788,Allophylus cobbe,Sapindaceae,Wallis and Futuna Islands,Pacific ocean,0.66,0.4,30,0.55
1346,Alluaudia procera,Didiereaceae,Madagascar,Africa,0.43,0.34,30,0.36
1351,Alluaudia procera,Didiereaceae,Madagascar,Africa,0.44,0.7,20,0.37
1353,Alluaudia procera,Didiereaceae,Madagascar,Africa,0.48,0.4,29,0.4
1366,Alluaudia procera,Didiereaceae,Madagascar,Africa,0.42,0.53,19,0.36
1373,Alluaudia procera,Didiereaceae,Madagascar,Africa,0.41,0.31,36,0.34
0581,Alphitonia neocaledonica,Rhamnaceae,New Caledonia,Pacific ocean,0.7,0.33,36,0.58
0540,Alstonia boonei,Apocynaceae,Cameroon,Africa,0.35,0.32,38,0.29
0393,Alstonia boonei,Apocynaceae,Cote d'Ivoire,Africa,0.36,0.37,25,0.31
0438,Alstonia boonei,Apocynaceae,Cote d'Ivoire,Africa,0.36,0.28,34,0.3
1829,Amanoa caribaea,Phyllanthaceae,Guadeloupe,Carribean,1.13,0.7,23,0.93
1835,Amanoa caribaea,Phyllanthaceae,Guadeloupe,Carribean,1.1,0.59,27,0.9
1838,Amanoa caribaea,Phyllanthaceae,Guadeloupe,Carribean,1.09,0.68,22,0.91
2789,Amanoa caribaea,Phyllanthaceae,Guadeloupe,Carribean,1.07,0.58,29,0.86
2794,Amanoa caribaea,Phyllanthaceae,Guadeloupe,Carribean,1.08,0.63,26,0.88
2475,Amburana cearensis,Leguminosae,Brazil,South-America,0.53,0.37,19,0.46
2476,Amburana cearensis,Leguminosae,Brazil,South-America,0.64,0.39,16,0.56
2477,Amburana cearensis,Leguminosae,Brazil,South-America,0.64,0.38,22,0.55
2478,Amburana cearensis,Leguminosae,Brazil,South-America,0.51,0.35,18,0.45
2479,Amburana cearensis,Leguminosae,Brazil,South-America,0.54,0.37,20,0.47
2480,Amburana cearensis,Leguminosae,Brazil,South-America,0.59,0.38,20,0.51
2481,Amburana cearensis,Leguminosae,Brazil,South-America,0.6,0.37,21,0.52
2482,Amburana cearensis,Leguminosae,Brazil,South-America,0.47,0.35,20,0.41
2483,Amburana cearensis,Leguminosae,Brazil,South-America,0.62,0.45,20,0.53
2484,Amburana cearensis,Leguminosae,Brazil,South-America,0.54,0.32,20,0.47
2485,Amburana cearensis,Leguminosae,Brazil,South-America,0.63,0.4,20,0.54
2486,Amburana cearensis,Leguminosae,Brazil,South-America,0.58,0.4,20,0.5
2487,Amburana cearensis,Leguminosae,Brazil,South-America,0.63,0.4,18,0.55
2488,Amburana cearensis,Leguminosae,Brazil,South-America,0.59,0.38,18,0.51
2489,Amburana cearensis,Leguminosae,Brazil,South-America,0.64,0.37,19,0.56
2490,Amburana cearensis,Leguminosae,Brazil,South-America,0.69,0.36,18,0.6
2491,Amburana cearensis,Leguminosae,Brazil,South-America,0.6,0.33,18,0.53
2492,Amburana cearensis,Leguminosae,Brazil,South-America,0.62,0.43,19,0.54
2493,Amburana cearensis,Leguminosae,Brazil,South-America,0.6,0.37,19,0.52
2494,Amburana cearensis,Leguminosae,Brazil,South-America,0.69,0.4,20,0.6
0135V,Amburana cearensis,Leguminosae,Brazil,South-America,0.57,0.38,20,0.49
2699C,Amburana cearensis,Leguminosae,Peru,South-America,0.5,0.43,19,0.43
0343G,Ampelocera edentula,Ulmaceae,French Guiana,South-America,0.84,0.46,34,0.67
2291,Amphimas pterocarpoides,Leguminosae,Cote d'Ivoire,Africa,0.88,0.66,25,0.72
2295,Amphimas pterocarpoides,Leguminosae,Cote d'Ivoire,Africa,0.88,0.65,28,0.7
1124,Amphimas sp,Leguminosae,Cameroon,Africa,0.7,0.42,38,0.56
2608,Anacardium giganteum,Anacardiaceae,Brazil,South-America,0.61,0.42,29,0.51
2678,Anacardium giganteum,Anacardiaceae,Brazil,South-America,0.5,0.35,25,0.43
0207V,Anacardium giganteum,Anacardiaceae,Brazil,South-America,0.66,0.42,31,0.54
0098,Andira coriacea,Leguminosae,French Guiana,South-America,0.74,0.4,21,0.64
0709,Andira coriacea,Leguminosae,French Guiana,South-America,0.88,0.48,22,0.75
2563,Andira coriacea,Leguminosae,French Guiana,South-America,0.92,0.65,22,0.77
0128G,Andira coriacea,Leguminosae,French Guiana,South-America,0.89,0.57,27,0.73
0463G,Andira coriacea,Leguminosae,French Guiana,South-America,1.03,0.63,26,0.84
2458,Andira inermis,Leguminosae,Brazil,South-America,0.77,0.49,24,0.65
2459,Andira inermis,Leguminosae,Brazil,South-America,0.86,0.56,22,0.72
2460,Andira inermis,Leguminosae,Brazil,South-America,0.77,0.5,22,0.65
0040V,Andira parviflora,Leguminosae,Brazil,South-America,0.77,0.6,24,0.64
0145V,Andira parviflora,Leguminosae,Brazil,South-America,0.96,0.67,18,0.82
2507,Andira sp,Leguminosae,French Guiana,South-America,0.91,0.66,21,0.76
2638,Andira sp,Leguminosae,French Guiana,South-America,0.93,0.65,20,0.79
0036G,Andira sp,Leguminosae,French Guiana,South-America,0.75,0.52,28,0.61
0039G,Andira sp,Leguminosae,French Guiana,South-America,0.74,0.47,24,0.62
0042G,Andira sp,Leguminosae,French Guiana,South-America,0.96,0.6,26,0.79
0275G,Andira sp,Leguminosae,French Guiana,South-America,0.92,0.53,23,0.77
0066V,Aniba burchellii,Lauraceae,Brazil,South-America,0.72,0.53,23,0.61
0161V,Aniba canellila,Lauraceae,Brazil,South-America,1.14,0.63,18,0.98
0192V,Aniba canellila,Lauraceae,Brazil,South-America,1.01,0.59,22,0.85
0217V,Aniba canellila,Lauraceae,Brazil,South-America,1.22,0.71,21,1.02
0106G,Aniba melinonii,Lauraceae,French Guiana,South-America,0.97,0.6,30,0.77
0079G,Aniba parviflora,Lauraceae,French Guiana,South-America,0.65,0.41,31,0.54
0291G,Aniba parviflora,Lauraceae,French Guiana,South-America,0.64,0.44,29,0.53
2717C,Aniba puchury-minor,Lauraceae,Peru,South-America,0.58,0.36,29,0.49
0967,Anisoptera costata,Dipterocarpaceae,Cambodia,Asia,0.67,0.38,37,0.54
1077,Anisoptera costata,Dipterocarpaceae,Cambodia,Asia,0.62,0.48,29,0.51
0525,Anisoptera costata,Dipterocarpaceae,Viet Nam,Asia,0.65,0.39,34,0.53
0526,Anisoptera costata,Dipterocarpaceae,Viet Nam,Asia,0.6,0.35,38,0.49
1815,Anisoptera laevis,Dipterocarpaceae,Indonesia,Asia,0.56,0.49,25,0.47
1767,Anisoptera thurifera,Dipterocarpaceae,Philippines,Asia,0.72,0.56,26,0.59
0138,Annickia chlorantha,Annonaceae,Cameroon,Africa,0.5,0.44,22,0.43
0637,Annickia chlorantha,Annonaceae,Cameroon,Africa,0.54,0.34,28,0.46
0874,Annickia chlorantha,Annonaceae,Cameroon,Africa,0.58,0.29,32,0.49
0273,Anonidium mannii,Annonaceae,Cameroon,Africa,0.34,0.26,32,0.29
0409,Anopyxis klaineana,Rhizophoraceae,Cameroon,Africa,0.91,0.58,30,0.73
0975,Anopyxis klaineana,Rhizophoraceae,Central African Republic,Africa,0.88,0.56,29,0.71
0106,Anopyxis klaineana,Rhizophoraceae,Cote d'Ivoire,Africa,0.84,0.6,24,0.7
0434,Anopyxis klaineana,Rhizophoraceae,Cote d'Ivoire,Africa,0.91,0.46,33,0.73
0869,Anopyxis klaineana,Rhizophoraceae,Cote d'Ivoire,Africa,0.88,0.56,26,0.72
1097,Anopyxis klaineana,Rhizophoraceae,Cote d'Ivoire,Africa,0.92,0.46,36,0.73
2375,Anthocarpa nitidula,Meliaceae,New Caledonia,Pacific ocean,0.97,0.61,27,0.79
2813,Anthocarpa nitidula,Meliaceae,New Caledonia,Pacific ocean,0.91,0.51,31,0.73
2814,Anthocarpa nitidula,Meliaceae,New Caledonia,Pacific ocean,0.92,0.53,31,0.74
2820,Anthocarpa nitidula,Meliaceae,New Caledonia,Pacific ocean,0.87,0.52,30,0.7
1411,Anthocleista nobilis,Gentianaceae,Gabon,Africa,0.6,0.5,25,0.5
1415,Anthocleista nobilis,Gentianaceae,Gabon,Africa,0.57,0.43,30,0.47
1423,Anthocleista nobilis,Gentianaceae,Gabon,Africa,0.52,0.56,19,0.45
1272,Anthocleista sp,Gentianaceae,Gabon,Africa,0.61,0.65,26,0.5
2302,Anthonotha fragrans,Leguminosae,Cote d'Ivoire,Africa,0.77,0.56,27,0.63
2318,Anthonotha fragrans,Leguminosae,Cote d'Ivoire,Africa,0.73,0.52,26,0.6
1679,Anthonotha fragrans,Leguminosae,Gabon,Africa,0.75,0.57,23,0.63
1220,Anthostema madagascariense,Euphorbiaceae,Madagascar,Africa,0.54,0.33,27,0.46
1221,Anthostema madagascariense,Euphorbiaceae,Madagascar,Africa,0.57,0.48,29,0.47
0623,Antiaris toxicaria,Moraceae,Benin,Africa,0.49,0.39,30,0.41
0893,Antiaris toxicaria,Moraceae,Cote d'Ivoire,Africa,0.44,0.29,32,0.37
1138,Antiaris toxicaria,Moraceae,Cote d'Ivoire,Africa,0.41,0.23,38,0.34
1269,Antiaris toxicaria,Moraceae,Cote d'Ivoire,Africa,0.45,0.26,NA,0.37
1312,Antiaris toxicaria,Moraceae,Cote d'Ivoire,Africa,0.46,0.36,34,0.38
1711,Antiaris toxicaria,Moraceae,Guinea,Africa,0.47,0.43,28,0.39
0617,Antiaris toxicaria,Moraceae,Senegal,Africa,0.55,0.33,37,0.45
1736,Antiaris toxicaria,Moraceae,Senegal,Africa,0.45,0.34,32,0.37
2348,Antonia ovata,Loganiaceae,French Guiana,South-America,0.61,0.45,26,0.51
2350,Antonia ovata,Loganiaceae,French Guiana,South-America,0.58,0.47,25,0.49
2356,Antonia ovata,Loganiaceae,French Guiana,South-America,0.53,0.46,23,0.45
2359,Antonia ovata,Loganiaceae,French Guiana,South-America,0.56,0.43,25,0.47
0002G,Antonia ovata,Loganiaceae,French Guiana,South-America,0.56,0.42,29,0.46
1204G,Antonia ovata,Loganiaceae,French Guiana,South-America,0.5,0.35,33,0.41
0842,Antrocaryon klaineanum,Anacardiaceae,Gabon,Africa,0.62,0.31,40,0.51
1933,Antrocaryon klaineanum,Anacardiaceae,Gabon,Africa,0.56,0.42,28,0.47
1936,Antrocaryon klaineanum,Anacardiaceae,Gabon,Africa,0.58,0.41,26,0.49
1948,Antrocaryon klaineanum,Anacardiaceae,Gabon,Africa,0.48,0.38,25,0.41
0517,Antrocaryon micraster,Anacardiaceae,Guinea,Africa,0.52,0.34,38,0.42
0284,Aoranthe cladantha,Rubiaceae,Cameroon,Africa,0.92,0.52,30,0.74
0118G,Apeiba membranacea,Malvaceae,French Guiana,South-America,0.35,0.34,35,0.29
0490,Aphanocalyx heitzii,Leguminosae,Gabon,Africa,0.48,0.35,34,0.4
1173,Aphanocalyx heitzii,Leguminosae,Gabon,Africa,0.51,0.38,25,0.43
1179,Aphanocalyx heitzii,Leguminosae,Gabon,Africa,0.56,0.46,22,0.48
1184,Aphanocalyx heitzii,Leguminosae,Gabon,Africa,0.54,0.39,28,0.45
1185,Aphanocalyx heitzii,Leguminosae,Gabon,Africa,0.54,NA,NA,0.45
1254,Aphanocalyx heitzii,Leguminosae,Gabon,Africa,0.66,0.57,25,0.55
1420,Aphanocalyx heitzii,Leguminosae,Gabon,Africa,0.47,0.33,26,0.4
1436,Aphanocalyx heitzii,Leguminosae,Gabon,Africa,0.46,0.35,24,0.39
1441,Aphanocalyx heitzii,Leguminosae,Gabon,Africa,0.56,0.5,17,0.49
1443,Aphanocalyx heitzii,Leguminosae,Gabon,Africa,0.46,0.46,19,0.4
1522,Aphanocalyx heitzii,Leguminosae,Gabon,Africa,0.56,0.43,24,0.47
0294,Apodocephala pauciflora,Compositae,Madagascar,Africa,0.61,0.49,29,0.5
2250,Apodytes clusiifolia,Icacinaceae,New Caledonia,Pacific ocean,0.85,0.58,33,0.67
2379,Apodytes clusiifolia,Icacinaceae,New Caledonia,Pacific ocean,0.73,0.5,29,0.6
2788,Apodytes clusiifolia,Icacinaceae,New Caledonia,Pacific ocean,0.75,0.52,32,0.6
2855,Apodytes clusiifolia,Icacinaceae,New Caledonia,Pacific ocean,0.78,0.53,32,0.62
2463,Apuleia leiocarpa,Leguminosae,Brazil,South-America,0.9,0.57,21,0.76
2464,Apuleia leiocarpa,Leguminosae,Brazil,South-America,0.77,0.48,24,0.65
2465,Apuleia leiocarpa,Leguminosae,Brazil,South-America,0.76,0.47,25,0.64
2466,Apuleia leiocarpa,Leguminosae,Brazil,South-America,0.78,0.46,19,0.67
2467,Apuleia leiocarpa,Leguminosae,Brazil,South-America,0.8,0.59,24,0.66
2468,Apuleia leiocarpa,Leguminosae,Brazil,South-America,0.78,0.49,19,0.67
2469,Apuleia leiocarpa,Leguminosae,Brazil,South-America,0.82,0.57,22,0.69
2470,Apuleia leiocarpa,Leguminosae,Brazil,South-America,0.88,0.55,23,0.74
2471,Apuleia leiocarpa,Leguminosae,Brazil,South-America,0.68,0.48,21,0.58
2472,Apuleia leiocarpa,Leguminosae,Brazil,South-America,0.81,0.56,25,0.67
2473,Apuleia leiocarpa,Leguminosae,Brazil,South-America,0.74,0.52,24,0.62
2443,Araucaria angustifolia,Araucariaceae,Brazil,South-America,0.55,0.33,25,0.47
2444,Araucaria angustifolia,Araucariaceae,Brazil,South-America,0.45,0.41,27,0.38
2445,Araucaria angustifolia,Araucariaceae,Brazil,South-America,0.49,0.41,26,0.41
2446,Araucaria angustifolia,Araucariaceae,Brazil,South-America,0.48,0.45,26,0.4
2447,Araucaria angustifolia,Araucariaceae,Brazil,South-America,0.58,0.43,27,0.48
2448,Araucaria angustifolia,Araucariaceae,Brazil,South-America,0.57,0.45,28,0.47
2449,Araucaria angustifolia,Araucariaceae,Brazil,South-America,0.59,0.48,28,0.49
2450,Araucaria angustifolia,Araucariaceae,Brazil,South-America,0.55,0.45,26,0.46
2451,Araucaria angustifolia,Araucariaceae,Brazil,South-America,0.57,0.5,26,0.47
2452,Araucaria angustifolia,Araucariaceae,Brazil,South-America,0.59,0.39,27,0.5
2453,Araucaria angustifolia,Araucariaceae,Brazil,South-America,0.49,0.39,26,0.41
0557,Araucaria columnaris,Araucariaceae,New Caledonia,Pacific ocean,0.47,0.37,27,0.4
2139,Araucaria columnaris,Araucariaceae,New Caledonia,Pacific ocean,0.51,0.39,27,0.43
2759,Araucaria luxurians,Araucariaceae,New Caledonia,Pacific ocean,0.49,0.42,30,0.4
2762,Araucaria luxurians,Araucariaceae,New Caledonia,Pacific ocean,0.47,0.39,29,0.39
0817,Araucaria subulata,Araucariaceae,New Caledonia,Pacific ocean,0.62,0.42,31,0.51
2757,Araucaria subulata,Araucariaceae,New Caledonia,Pacific ocean,0.55,0.4,29,0.46
2777,Araucaria subulata,Araucariaceae,New Caledonia,Pacific ocean,0.53,0.41,27,0.44
0203,Archidendropsis granulosa,Leguminosae,New Caledonia,Pacific ocean,0.62,0.32,32,0.52
0594,Archidendropsis granulosa,Leguminosae,New Caledonia,Pacific ocean,0.85,0.25,NA,0.7
1158,Archidendropsis granulosa,Leguminosae,New Caledonia,Pacific ocean,0.71,0.38,32,0.59
1774,Archidendropsis granulosa,Leguminosae,New Caledonia,Pacific ocean,0.59,0.37,35,0.48
2800,Archidendropsis granulosa,Leguminosae,New Caledonia,Pacific ocean,0.61,0.4,26,0.51
2832,Archidendropsis granulosa,Leguminosae,New Caledonia,Pacific ocean,0.5,0.37,27,0.42
0248,Arillastrum gummiferum,Myrtaceae,New Caledonia,Pacific ocean,0.97,0.51,27,0.8
0578,Arillastrum gummiferum,Myrtaceae,New Caledonia,Pacific ocean,1,0.65,25,0.82
1167,Arillastrum gummiferum,Myrtaceae,New Caledonia,Pacific ocean,1,0.5,30,0.81
0209,Artocarpus altilis,Moraceae,Reunion,Indian ocean,0.34,0.35,30,0.28
1856,Arytera collina,Sapindaceae,New Caledonia,Pacific ocean,1.13,0.7,23,0.93
2200,Arytera collina,Sapindaceae,New Caledonia,Pacific ocean,1.11,0.69,24,0.91
2663,Aspidosperma album,Apocynaceae,Brazil,South-America,0.78,0.54,24,0.65
3053,Aspidosperma album,Apocynaceae,Brazil,South-America,1.03,0.69,22,0.86
0094V,Aspidosperma album,Apocynaceae,Brazil,South-America,1.07,0.7,23,0.88
0226V,Aspidosperma album,Apocynaceae,Brazil,South-America,0.94,0.64,24,0.77
0415,Aspidosperma album,Apocynaceae,French Guiana,South-America,0.82,0.55,24,0.68
2641,Aspidosperma album,Apocynaceae,French Guiana,South-America,0.88,0.65,25,0.72
0169G,Aspidosperma album,Apocynaceae,French Guiana,South-America,0.9,0.66,26,0.73
0357G,Aspidosperma album,Apocynaceae,French Guiana,South-America,0.88,0.51,27,0.73
2822,Aspidosperma cylindrocarpon,Apocynaceae,Paraguay,South-America,0.9,0.55,28,0.73
0005V,Aspidosperma obscurinervium,Apocynaceae,Brazil,South-America,0.94,0.63,31,0.74
0008V,Aspidosperma obscurinervium,Apocynaceae,Brazil,South-America,0.97,0.63,31,0.76
0183V,Aspidosperma obscurinervium,Apocynaceae,Brazil,South-America,1.03,0.71,27,0.82
0184V,Aspidosperma obscurinervium,Apocynaceae,Brazil,South-America,1.03,0.7,26,0.83
0776,Aspidosperma sandwithianum,Apocynaceae,French Guiana,South-America,0.96,0.61,28,0.77
2650C,Aspidosperma sp,Apocynaceae,Brazil,South-America,0.92,0.58,25,0.76
0260,Asteropeia rhopaloides,Asteropeiaceae,Madagascar,Africa,1.02,0.58,25,0.84
0362,Asteropeia rhopaloides,Asteropeiaceae,Madagascar,Africa,0.9,0.58,23,0.75
1541,Asteropeia sp,Asteropeiaceae,Madagascar,Africa,0.98,0.59,24,0.81
0160V,Astronium lecointei,Anacardiaceae,Brazil,South-America,0.88,0.56,22,0.74
1688,Astrotrichilia thouvenotii,Meliaceae,Madagascar,Africa,0.58,0.39,28,0.49
1692,Astrotrichilia thouvenotii,Meliaceae,Madagascar,Africa,0.7,0.41,30,0.58
1111,Aucoumea klaineana,Burseraceae,Congo,Africa,0.5,0.29,37,0.41
1116,Aucoumea klaineana,Burseraceae,Congo,Africa,0.39,0.37,26,0.33
1117,Aucoumea klaineana,Burseraceae,Congo,Africa,0.41,0.35,23,0.35
0601,Aucoumea klaineana,Burseraceae,Gabon,Africa,0.5,0.26,38,0.42
0628,Aucoumea klaineana,Burseraceae,Gabon,Africa,0.42,0.34,34,0.35
0880,Aucoumea klaineana,Burseraceae,Gabon,Africa,0.49,0.27,39,0.41
0910,Aucoumea klaineana,Burseraceae,Gabon,Africa,0.46,0.18,NA,0.38
0911,Aucoumea klaineana,Burseraceae,Gabon,Africa,0.45,0.25,39,0.37
0983,Aucoumea klaineana,Burseraceae,Gabon,Africa,0.32,0.17,NA,0.26
1000,Aucoumea klaineana,Burseraceae,Gabon,Africa,0.55,0.36,36,0.45
1005,Aucoumea klaineana,Burseraceae,Gabon,Africa,0.35,0.16,NA,0.29
1075,Aucoumea klaineana,Burseraceae,Gabon,Africa,0.45,0.34,32,0.37
1081,Aucoumea klaineana,Burseraceae,Gabon,Africa,0.48,0.39,35,0.39
0285,Autranella congolensis,Sapotaceae,Cameroon,Africa,0.99,0.52,26,0.82
0958,Autranella congolensis,Sapotaceae,Central African Republic,Africa,0.91,NA,NA,0.75
1851,Autranella congolensis,Sapotaceae,Central African Republic,Africa,0.91,0.55,24,0.76
1862,Autranella congolensis,Sapotaceae,Central African Republic,Africa,0.94,0.62,25,0.77
