Code,Taxa,Family,Country,Continent,D12,R,S,Db
2104,Scottellia klaineana,Achariaceae,Cote d'Ivoire,Africa,0.71,0.5,29,0.58
2206,Scottellia klaineana,Achariaceae,Cote d'Ivoire,Africa,0.75,0.5,28,0.62
2207,Scottellia klaineana,Achariaceae,Cote d'Ivoire,Africa,0.67,0.45,28,0.56
2210,Scottellia klaineana,Achariaceae,Cote d'Ivoire,Africa,0.66,0.5,24,0.55
2211,Scottellia klaineana,Achariaceae,Cote d'Ivoire,Africa,0.7,0.49,28,0.58
2224,Scottellia klaineana,Achariaceae,Cote d'Ivoire,Africa,0.71,0.49,28,0.58
0957,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.58,0.44,25,0.49
1324,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.49,0.59,19,0.42
1329,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.47,0.32,34,0.39
1401,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.65,0.4,21,0.56
1412,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.74,0.42,22,0.63
1418,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.63,0.43,21,0.54
1664,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.46,0.27,33,0.39
2024,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.61,0.47,21,0.52
2030,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.57,0.38,24,0.49
2033,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.57,0.46,23,0.48
2038,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.65,0.41,25,0.55
2041,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.56,0.34,28,0.47
2052,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.66,0.42,21,0.57
2122,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.61,0.38,22,0.52
2132,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.58,0.41,26,0.49
2142,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.58,0.39,23,0.5
2024A,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.59,0.43,26,0.5
2030A,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.59,0.36,30,0.49
2033A,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.59,0.43,26,0.5
2052A,Scyphocephalium mannii,Myristicaceae,Gabon,Africa,0.67,0.41,27,0.56
2012,Scytopetalum klaineanum,Lecythidaceae,Gabon,Africa,0.8,0.55,26,0.66
2015,Scytopetalum klaineanum,Lecythidaceae,Gabon,Africa,0.87,0.56,27,0.71
2020,Scytopetalum klaineanum,Lecythidaceae,Gabon,Africa,0.75,0.51,26,0.62
2027,Scytopetalum klaineanum,Lecythidaceae,Gabon,Africa,0.78,0.5,29,0.64
2031,Scytopetalum klaineanum,Lecythidaceae,Gabon,Africa,0.82,0.51,26,0.68
0351,Scytopetalum tieghemii,Lecythidaceae,Cote d'Ivoire,Africa,0.71,0.7,26,0.57
0822,Serianthes sachetae,Leguminosae,New Caledonia,Pacific ocean,0.58,0.31,32,0.49
2937,Sextonia rubra,Lauraceae,Brazil,South-America,0.69,0.51,25,0.58
0032V,Sextonia rubra,Lauraceae,Brazil,South-America,0.61,0.42,26,0.51
0086V,Sextonia rubra,Lauraceae,Brazil,South-America,0.71,0.51,29,0.58
0169V,Sextonia rubra,Lauraceae,Brazil,South-America,0.71,0.53,27,0.58
0181V,Sextonia rubra,Lauraceae,Brazil,South-America,0.71,0.51,26,0.59
0338,Sextonia rubra,Lauraceae,French Guiana,South-America,0.56,0.45,26,0.47
0703,Sextonia rubra,Lauraceae,French Guiana,South-America,0.63,0.44,30,0.52
1479,Sextonia rubra,Lauraceae,French Guiana,South-America,0.64,0.43,30,0.53
1530,Sextonia rubra,Lauraceae,French Guiana,South-America,0.68,0.4,31,0.56
1567,Sextonia rubra,Lauraceae,French Guiana,South-America,0.68,0.54,28,0.55
1798,Sextonia rubra,Lauraceae,French Guiana,South-America,0.64,0.48,25,0.54
1801,Sextonia rubra,Lauraceae,French Guiana,South-America,0.67,0.47,30,0.55
1805,Sextonia rubra,Lauraceae,French Guiana,South-America,0.6,0.51,31,0.48
2362,Sextonia rubra,Lauraceae,French Guiana,South-America,0.69,0.54,27,0.57
0018G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.71,0.51,31,0.57
0032G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.66,0.47,29,0.54
0102G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.59,0.4,34,0.48
0110G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.62,0.46,33,0.5
0119G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.65,0.42,31,0.53
0120G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.63,0.41,30,0.52
0125G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.62,0.39,34,0.51
0149G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.65,0.44,36,0.52
0150G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.64,0.47,28,0.53
0151G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.67,0.43,29,0.55
0152G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.67,0.46,29,0.55
0153G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.74,0.44,33,0.6
0178G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.73,0.49,27,0.6
0446G,Sextonia rubra,Lauraceae,French Guiana,South-America,0.67,0.47,28,0.55
2571,Shorea almon,Dipterocarpaceae,Philippines,Asia,0.6,0.41,28,0.5
2497,Shorea assamica,Dipterocarpaceae,Philippines,Asia,0.53,0.43,26,0.44
2542,Shorea contorta,Dipterocarpaceae,Philippines,Asia,0.64,0.47,30,0.52
2549,Shorea contorta,Dipterocarpaceae,Philippines,Asia,0.48,0.37,29,0.4
2567,Shorea contorta,Dipterocarpaceae,Philippines,Asia,0.57,0.44,31,0.47
2569,Shorea contorta,Dipterocarpaceae,Philippines,Asia,0.56,0.42,32,0.46
2577,Shorea contorta,Dipterocarpaceae,Philippines,Asia,0.52,0.4,32,0.43
1772,Shorea guiso,Dipterocarpaceae,Philippines,Asia,0.87,0.57,27,0.71
2496,Shorea hopeifolia,Dipterocarpaceae,Philippines,Asia,0.44,0.39,27,0.37
2500,Shorea hopeifolia,Dipterocarpaceae,Philippines,Asia,0.5,0.44,23,0.42
0987,Shorea hypochra,Dipterocarpaceae,Cambodia,Asia,0.8,0.48,27,0.66
0996,Shorea hypochra,Dipterocarpaceae,Cambodia,Asia,0.64,0.43,24,0.54
0997,Shorea hypochra,Dipterocarpaceae,Cambodia,Asia,0.71,0.58,26,0.58
3201C,Shorea leprosula,Dipterocarpaceae,Malaysia,Asia,0.58,0.43,27,0.48
1754,Shorea negrosensis,Dipterocarpaceae,Philippines,Asia,0.58,0.37,32,0.48
2518,Shorea negrosensis,Dipterocarpaceae,Philippines,Asia,0.63,0.44,27,0.53
2544,Shorea negrosensis,Dipterocarpaceae,Philippines,Asia,0.66,0.47,29,0.54
2565,Shorea negrosensis,Dipterocarpaceae,Philippines,Asia,0.71,0.45,29,0.59
2572,Shorea negrosensis,Dipterocarpaceae,Philippines,Asia,0.71,0.46,28,0.59
2574,Shorea negrosensis,Dipterocarpaceae,Philippines,Asia,0.61,0.44,30,0.5
2575,Shorea negrosensis,Dipterocarpaceae,Philippines,Asia,0.63,0.44,30,0.52
1758,Shorea palosapis,Dipterocarpaceae,Philippines,Asia,0.48,0.38,26,0.41
1866,Shorea palosapis,Dipterocarpaceae,Philippines,Asia,0.58,0.39,30,0.48
2499,Shorea palosapis,Dipterocarpaceae,Philippines,Asia,0.48,0.38,28,0.4
2514,Shorea palosapis,Dipterocarpaceae,Philippines,Asia,0.47,0.36,30,0.39
2522,Shorea palosapis,Dipterocarpaceae,Philippines,Asia,0.51,0.37,29,0.43
2528,Shorea palosapis,Dipterocarpaceae,Philippines,Asia,0.55,0.4,29,0.46
2547,Shorea palosapis,Dipterocarpaceae,Philippines,Asia,0.51,0.34,30,0.43
2564,Shorea palosapis,Dipterocarpaceae,Philippines,Asia,0.53,0.36,30,0.44
2570,Shorea palosapis,Dipterocarpaceae,Philippines,Asia,0.57,0.43,26,0.48
2573,Shorea palosapis,Dipterocarpaceae,Philippines,Asia,0.51,0.38,33,0.42
2579,Shorea palosapis,Dipterocarpaceae,Philippines,Asia,0.52,0.35,30,0.44
1818,Shorea pauciflora,Dipterocarpaceae,Indonesia,Asia,0.6,0.37,26,0.51
1765,Shorea polita,Dipterocarpaceae,Philippines,Asia,0.51,0.26,NA,0.42
1765A,Shorea polita,Dipterocarpaceae,Philippines,Asia,0.52,0.25,NA,0.43
2526,Shorea polysperma,Dipterocarpaceae,Philippines,Asia,0.62,0.42,31,0.51
2534,Shorea polysperma,Dipterocarpaceae,Philippines,Asia,0.65,0.42,27,0.54
2548,Shorea polysperma,Dipterocarpaceae,Philippines,Asia,0.61,0.4,29,0.51
2562,Shorea polysperma,Dipterocarpaceae,Philippines,Asia,0.71,0.46,29,0.58
2566,Shorea polysperma,Dipterocarpaceae,Philippines,Asia,0.71,0.48,29,0.58
2568,Shorea polysperma,Dipterocarpaceae,Philippines,Asia,0.67,0.4,29,0.56
1817,Shorea sp,Dipterocarpaceae,Indonesia,Asia,0.49,0.43,26,0.41
3197C,Shorea sp,Dipterocarpaceae,Indonesia,Asia,0.91,0.6,22,0.76
3198C,Shorea sp,Dipterocarpaceae,Indonesia,Asia,0.93,0.64,17,0.8
3199C,Shorea sp,Dipterocarpaceae,Indonesia,Asia,0.9,0.58,22,0.76
3196C,Shorea sp,Dipterocarpaceae,Indonesia,Asia,0.88,0.59,23,0.73
3200C,Shorea sp,Dipterocarpaceae,Indonesia,Asia,0.94,0.56,23,0.79
3202C,Shorea sp,Dipterocarpaceae,Malaysia,Asia,0.58,0.4,24,0.49
1148,Shorea sp,Dipterocarpaceae,Malaysia,Asia,0.7,0.39,30,0.58
2580,Shorea sp,Dipterocarpaceae,Malaysia,Asia,0.69,0.43,30,0.57
2878C,Shorea sp,Dipterocarpaceae,Malaysia,Asia,0.64,0.44,26,0.54
3227C,Shorea sp,Dipterocarpaceae,Malaysia,Asia,0.47,0.42,26,0.39
3228C,Shorea sp,Dipterocarpaceae,Malaysia,Asia,0.68,0.41,25,0.57
3269C,Shorea sp,Dipterocarpaceae,Malaysia,Asia,0.79,0.51,25,0.66
1768,Shorea sp,Dipterocarpaceae,Philippines,Asia,0.63,0.51,26,0.52
2501,Shorea sp,Dipterocarpaceae,Philippines,Asia,0.5,0.43,27,0.42
3274C,Shorea sp,Dipterocarpaceae,NA,Asia,0.95,0.62,21,0.8
0527,Shorea stellata,Dipterocarpaceae,Viet Nam,Asia,0.7,0.44,27,0.58
2554,Simaba orinocensis,Simaroubaceae,French Guiana,South-America,0.52,0.44,29,0.43
0101G,Simaba orinocensis,Simaroubaceae,French Guiana,South-America,0.55,0.43,33,0.45
0029V,Simarouba amara,Simaroubaceae,Brazil,South-America,0.48,0.52,23,0.4
0213V,Simarouba amara,Simaroubaceae,Brazil,South-America,0.44,0.35,27,0.37
0656,Simarouba amara,Simaroubaceae,French Guiana,South-America,0.46,0.44,23,0.39
1389,Simarouba amara,Simaroubaceae,French Guiana,South-America,0.41,0.3,37,0.34
1486,Simarouba amara,Simaroubaceae,French Guiana,South-America,0.47,0.31,30,0.4
1577,Simarouba amara,Simaroubaceae,French Guiana,South-America,0.42,0.33,30,0.35
1580,Simarouba amara,Simaroubaceae,French Guiana,South-America,0.43,0.26,38,0.36
1828,Simarouba amara,Simaroubaceae,French Guiana,South-America,0.42,0.36,29,0.35
1861,Simarouba amara,Simaroubaceae,French Guiana,South-America,0.42,0.35,28,0.35
0013G,Simarouba amara,Simaroubaceae,French Guiana,South-America,0.4,0.25,35,0.34
0252G,Simarouba amara,Simaroubaceae,French Guiana,South-America,0.44,0.31,34,0.37
0351G,Simarouba amara,Simaroubaceae,French Guiana,South-America,0.47,0.24,NA,0.39
0464G,Simarouba amara,Simaroubaceae,French Guiana,South-America,0.39,0.26,37,0.33
1267G,Simarouba amara,Simaroubaceae,French Guiana,South-America,0.4,0.26,33,0.34
0163,Simarouba amara,Simaroubaceae,Guadeloupe,Carribean,0.35,0.36,29,0.29
1809,Simarouba amara,Simaroubaceae,Guadeloupe,Carribean,0.39,0.33,39,0.32
1814,Simarouba amara,Simaroubaceae,Guadeloupe,Carribean,0.38,0.27,40,0.31
3066,Simarouba amara,Simaroubaceae,Martinique,Carribean,0.36,0.29,34,0.3
3105,Simarouba amara,Simaroubaceae,Martinique,Carribean,0.36,0.28,33,0.3
3112,Simarouba amara,Simaroubaceae,Martinique,Carribean,0.35,0.31,29,0.3
0271,Sindora klaineana,Leguminosae,Gabon,Africa,0.61,0.32,32,0.51
0397,Sindoropsis letestui,Leguminosae,Gabon,Africa,0.66,0.37,25,0.56
1292,Sindoropsis letestui,Leguminosae,Gabon,Africa,0.83,0.51,23,0.7
1295,Sindoropsis letestui,Leguminosae,Gabon,Africa,0.81,0.46,26,0.68
1300,Sindoropsis letestui,Leguminosae,Gabon,Africa,0.77,0.54,19,0.66
1304,Sindoropsis letestui,Leguminosae,Gabon,Africa,0.64,0.51,21,0.55
1306,Sindoropsis letestui,Leguminosae,Gabon,Africa,0.73,0.93,NA,0.6
2273,Sindoropsis letestui,Leguminosae,Gabon,Africa,0.68,0.43,24,0.58
2283,Sindoropsis letestui,Leguminosae,Gabon,Africa,0.67,0.42,24,0.57
2383,Sleumerodendron austrocaledonicum,Proteaceae,New Caledonia,Pacific ocean,0.55,0.41,31,0.45
0105G,Sloanea latifolia,Elaeocarpaceae,French Guiana,South-America,0.83,0.54,34,0.65
0188,Sloanea macrophylla,Elaeocarpaceae,Guadeloupe,Carribean,0.88,0.59,25,0.73
3135,Sloanea macrophylla,Elaeocarpaceae,Martinique,Carribean,0.86,0.61,28,0.69
3138,Sloanea macrophylla,Elaeocarpaceae,Martinique,Carribean,0.95,0.64,28,0.76
3150,Sloanea macrophylla,Elaeocarpaceae,Martinique,Carribean,0.84,0.58,28,0.68
3158,Sloanea macrophylla,Elaeocarpaceae,Martinique,Carribean,0.93,0.63,28,0.75
0314,Sloanea rhodantha,Elaeocarpaceae,Madagascar,Africa,0.63,0.33,32,0.53
1670,Sloanea rhodantha,Elaeocarpaceae,Madagascar,Africa,0.61,0.4,30,0.51
1674,Sloanea rhodantha,Elaeocarpaceae,Madagascar,Africa,0.67,0.4,28,0.56
2378,Sloanea sp,Elaeocarpaceae,New Caledonia,Pacific ocean,0.57,0.47,30,0.47
2671,Spondias mombin,Anacardiaceae,Brazil,South-America,0.51,0.39,26,0.43
0834,Stachyandra viticifolia,Picrodendraceae,Madagascar,Africa,0.93,0.57,23,0.78
0358,Staudtia kamerunensis,Myristicaceae,Cameroon,Africa,0.9,0.54,18,0.78
0400,Staudtia kamerunensis,Myristicaceae,Congo,Africa,0.9,0.45,28,0.75
0755,Staudtia kamerunensis,Myristicaceae,Congo,Africa,0.84,0.46,25,0.71
0786,Staudtia kamerunensis,Myristicaceae,Congo,Africa,0.89,0.44,28,0.74
2270,Staudtia kamerunensis,Myristicaceae,Congo,Africa,0.8,0.44,23,0.68
0070,Staudtia kamerunensis,Myristicaceae,Gabon,Africa,1,0.54,22,0.84
0359,Staudtia kamerunensis,Myristicaceae,Gabon,Africa,0.88,0.62,27,0.71
2113,Staudtia sp,Myristicaceae,Cameroon,Africa,0.9,0.49,21,0.77
2587,Staudtia sp,Myristicaceae,Gabon,Africa,0.83,0.48,23,0.7
0501,Stemonocoleus micranthus,Leguminosae,Congo,Africa,0.66,0.41,29,0.55
0204,Stenocarpus trinervis,Proteaceae,New Caledonia,Pacific ocean,1.06,0.44,30,0.87
0586,Stenocarpus trinervis,Proteaceae,New Caledonia,Pacific ocean,1.04,0.43,30,0.86
1724,Stenocarpus trinervis,Proteaceae,New Caledonia,Pacific ocean,1.03,0.47,27,0.85
0537,Stephanostegia sp,Apocynaceae,Madagascar,Africa,0.95,0.6,24,0.79
0969,Sterculia oblonga,Malvaceae,Cameroon,Africa,0.74,0.41,35,0.6
0916,Sterculia oblonga,Malvaceae,Central African Republic,Africa,0.7,0.37,NA,0.58
0894,Sterculia oblonga,Malvaceae,Cote d'Ivoire,Africa,0.78,0.49,27,0.65
1713,Sterculia pruriens,Malvaceae,French Guiana,South-America,0.66,0.58,26,0.54
1717,Sterculia pruriens,Malvaceae,French Guiana,South-America,0.62,0.5,30,0.5
1727,Sterculia pruriens,Malvaceae,French Guiana,South-America,0.65,0.51,30,0.53
2512,Sterculia pruriens,Malvaceae,French Guiana,South-America,0.67,0.5,33,0.54
0070G,Sterculia pruriens,Malvaceae,French Guiana,South-America,0.64,0.41,40,0.51
0085G,Sterculia pruriens,Malvaceae,French Guiana,South-America,0.51,0.44,41,0.4
0462G,Sterculia pruriens,Malvaceae,French Guiana,South-America,0.72,0.46,NA,0.6
0339,Sterculia rhinopetala,Malvaceae,Cameroon,Africa,0.78,0.47,28,0.64
0376,Sterculia rhinopetala,Malvaceae,Cote d'Ivoire,Africa,0.78,0.79,22,0.64
2084,Sterculia rhinopetala,Malvaceae,Cote d'Ivoire,Africa,0.92,0.51,27,0.76
2116,Sterculia rhinopetala,Malvaceae,Cote d'Ivoire,Africa,0.89,0.54,27,0.73
1650,Sterculia setigera,Malvaceae,Senegal,Africa,0.39,0.39,NA,0.32
0304G,Sterculia sp,Malvaceae,French Guiana,South-America,0.49,0.28,NA,0.41
2810,Storckiella pancheri,Leguminosae,New Caledonia,Pacific ocean,0.98,0.61,28,0.79
2849,Storckiella pancheri,Leguminosae,New Caledonia,Pacific ocean,0.87,0.54,28,0.71
1547,Streblus dimepate,Moraceae,Madagascar,Africa,0.99,0.54,21,0.84
1563,Streblus dimepate,Moraceae,Madagascar,Africa,0.8,0.55,24,0.67
0149,Strephonema pseudocola,Combretaceae,Cote d'Ivoire,Africa,0.73,0.53,27,0.6
0437,Strephonema pseudocola,Combretaceae,Cote d'Ivoire,Africa,0.68,0.37,36,0.55
1400,Strombosia grandifolia,Olacaceae,Congo,Africa,1.01,0.57,22,0.85
1404,Strombosia grandifolia,Olacaceae,Congo,Africa,0.98,0.47,26,0.82
1468,Strombosia grandifolia,Olacaceae,Congo,Africa,1.01,0.46,27,0.84
0254,Strombosia pustulata,Olacaceae,Cote d'Ivoire,Africa,0.85,0.56,26,0.7
0447,Strombosia pustulata,Olacaceae,Cote d'Ivoire,Africa,0.92,0.56,25,0.76
0891,Strombosia pustulata,Olacaceae,Cote d'Ivoire,Africa,0.97,0.63,24,0.8
0383,Strychnos sp,Loganiaceae,Comoros,Indian ocean,0.77,0.61,32,0.6
2677,Stryphnodendron polystachyum,Leguminosae,Brazil,South-America,0.53,0.42,24,0.45
1710,Stryphnodendron polystachyum,Leguminosae,French Guiana,South-America,0.66,0.5,25,0.55
1721,Stryphnodendron polystachyum,Leguminosae,French Guiana,South-America,0.61,0.43,30,0.5
1742,Stryphnodendron polystachyum,Leguminosae,French Guiana,South-America,0.53,0.45,30,0.43
0241,Swartzia benthamiana,Leguminosae,French Guiana,South-America,0.89,0.54,26,0.73
0067V,Swartzia ingaefolia,Leguminosae,Brazil,South-America,1.2,0.68,21,1.01
0202V,Swartzia leptopetala,Leguminosae,Brazil,South-America,1.05,0.61,23,0.87
0298G,Swartzia oblanceolata,Leguminosae,French Guiana,South-America,1.05,0.6,29,0.84
3043,Swartzia panacoco,Leguminosae,Brazil,South-America,1.26,0.74,20,1.06
3052,Swartzia panacoco,Leguminosae,Brazil,South-America,1.26,0.76,18,1.07
0026V,Swartzia panacoco,Leguminosae,Brazil,South-America,1.25,0.68,21,1.05
0095V,Swartzia panacoco,Leguminosae,Brazil,South-America,1.25,0.68,20,1.06
0123V,Swartzia panacoco,Leguminosae,Brazil,South-America,1.29,0.65,22,1.08
0173V,Swartzia panacoco,Leguminosae,Brazil,South-America,1.22,0.72,21,1.02
0242,Swartzia panacoco,Leguminosae,French Guiana,South-America,1.11,0.6,27,0.9
2636,Swartzia panacoco,Leguminosae,French Guiana,South-America,1.11,0.72,24,0.91
0146G,Swartzia panacoco,Leguminosae,French Guiana,South-America,1.1,0.66,30,0.87
0235,Swartzia panacoco,Leguminosae,French Guiana,South-America,1.11,0.63,24,0.92
2828,Sweetia fruticosa,Leguminosae,Paraguay,South-America,0.93,0.52,18,0.8
2891C,Sweetia fruticosa,Leguminosae,Paraguay,South-America,0.98,0.61,17,0.85
2404,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.71,0.37,20,0.62
2405,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.54,0.38,21,0.47
2406,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.59,0.38,23,0.5
2407,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.74,0.34,22,0.64
2408,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.6,0.37,23,0.51
2409,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.55,0.34,22,0.47
2410,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.58,0.4,21,0.5
2411,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.6,0.39,22,0.51
2412,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.58,0.33,21,0.5
2413,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.61,0.39,20,0.53
2414,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.63,0.37,20,0.55
2415,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.65,0.4,19,0.56
2416,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.61,0.4,21,0.53
2417,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.68,0.34,21,0.59
2418,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.73,0.36,22,0.63
2419,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.62,0.42,20,0.53
2420,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.62,0.3,23,0.54
2421,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.66,0.45,22,0.56
0171V,Swietenia macrophylla,Meliaceae,Brazil,South-America,0.44,0.36,22,0.38
2798,Swietenia macrophylla,Meliaceae,Guadeloupe,Carribean,0.55,0.37,23,0.47
0087,Swietenia macrophylla,Meliaceae,Honduras,Central-America,0.58,0.34,28,0.49
1139,Swietenia macrophylla,Meliaceae,Martinique,Carribean,0.59,0.47,22,0.5
1155,Swietenia macrophylla,Meliaceae,Martinique,Carribean,0.52,0.32,29,0.44
3136,Swietenia macrophylla,Meliaceae,Martinique,Carribean,0.52,0.35,22,0.45
3151,Swietenia macrophylla,Meliaceae,Martinique,Carribean,0.49,0.36,26,0.42
3153,Swietenia macrophylla,Meliaceae,Martinique,Carribean,0.48,0.32,26,0.41
3156,Swietenia macrophylla,Meliaceae,Martinique,Carribean,0.55,0.35,22,0.47
0093,Swietenia macrophylla,Meliaceae,Mexico,Central-America,0.54,0.33,33,0.45
0095,Swietenia macrophylla,Meliaceae,Peru,South-America,0.55,0.33,31,0.46
0086,Swietenia mahagoni,Meliaceae,Cuba,Carribean,0.73,0.33,25,0.62
0094,Swietenia mahagoni,Meliaceae,Dominican Republic,Carribean,0.75,0.33,22,0.65
0175,Swietenia mahagoni,Meliaceae,Guadeloupe,Carribean,0.75,0.37,21,0.65
1068,Swietenia mahagoni,Meliaceae,Guadeloupe,Carribean,0.67,0.4,18,0.58
1079,Swietenia mahagoni,Meliaceae,Guadeloupe,Carribean,0.72,0.3,21,0.63
3078,Swietenia mahagoni,Meliaceae,Martinique,Carribean,0.55,0.4,20,0.48
3106,Swietenia mahagoni,Meliaceae,Martinique,Carribean,0.51,0.38,24,0.43
3110,Swietenia mahagoni,Meliaceae,Martinique,Carribean,0.56,0.37,22,0.48
3168,Swietenia mahagoni,Meliaceae,Martinique,Carribean,0.6,0.4,21,0.52
2698C,Swietenia sp,Meliaceae,Peru,South-America,0.6,0.37,23,0.51
3187C,Swintonia sp,Anacardiaceae,Malaysia,Asia,0.63,0.43,24,0.53
3268C,Swintonia sp,Anacardiaceae,Malaysia,Asia,0.87,0.49,24,0.73
1587,Symphonia fasciculata,Clusiaceae,Madagascar,Africa,0.76,0.57,29,0.61
1637,Symphonia fasciculata,Clusiaceae,Madagascar,Africa,0.79,0.58,27,0.64
2994,Symphonia globulifera,Clusiaceae,Burundi,Africa,0.62,0.45,30,0.51
3006,Symphonia globulifera,Clusiaceae,Burundi,Africa,0.6,0.46,26,0.5
3059P,Symphonia globulifera,Clusiaceae,Burundi,Africa,0.68,0.52,28,0.56
0048,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.74,0.45,28,0.61
0049,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.63,0.38,30,0.52
1687,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.71,0.56,27,0.58
1690,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.66,0.48,29,0.54
2506,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.65,0.53,29,0.53
3174,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.67,0.54,32,0.53
3243,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.67,0.55,28,0.55
3252,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.66,0.52,29,0.54
0038G,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.75,0.56,31,0.6
0047G,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.82,0.5,28,0.67
0062G,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.69,0.49,34,0.55
0268G,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.75,0.52,31,0.6
0436G,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.7,0.52,29,0.57
0450G,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.75,0.56,32,0.59
0461G,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.79,0.56,28,0.64
0477G,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.77,0.55,27,0.63
1227G,Symphonia globulifera,Clusiaceae,French Guiana,South-America,0.76,0.54,34,0.6
1748,Symphonia globulifera,Clusiaceae,Gabon,Africa,0.74,0.51,31,0.6
2767,Symphonia globulifera,Clusiaceae,Guadeloupe,Carribean,0.73,0.53,31,0.59
2807,Symphonia globulifera,Clusiaceae,Guadeloupe,Carribean,0.66,0.5,27,0.55
2807A,Symphonia globulifera,Clusiaceae,Guadeloupe,Carribean,0.64,0.51,28,0.52
1614,Symphonia louvelii,Clusiaceae,Madagascar,Africa,0.78,0.59,27,0.63
1213,Symphonia sp,Clusiaceae,Madagascar,Africa,0.89,0.61,29,0.71
1217,Symphonia sp,Clusiaceae,Madagascar,Africa,0.86,0.63,28,0.69
1714,Symphonia tanalensis,Clusiaceae,Madagascar,Africa,0.7,0.58,25,0.58
1719,Symphonia tanalensis,Clusiaceae,Madagascar,Africa,0.71,0.57,26,0.58
1726,Symphonia tanalensis,Clusiaceae,Madagascar,Africa,0.71,0.55,26,0.59
0322,Symphonia urophylla,Clusiaceae,Madagascar,Africa,0.63,0.21,NA,0.52
0194,Symplocos martinicensis,Symplocaceae,Guadeloupe,Carribean,0.61,0.45,36,0.49
3188C,Syzygium dyerianum,Myrtaceae,Malaysia,Asia,0.85,0.53,25,0.71
3189C,Syzygium dyerianum,Myrtaceae,Malaysia,Asia,0.87,0.54,25,0.72
2841,Syzygium frutescens,Myrtaceae,New Caledonia,Pacific ocean,0.91,0.51,29,0.74
0295,Syzygium guineense,Myrtaceae,Mali,Africa,0.74,0.47,26,0.62
