"Species"	"Country"	"Code"	"D12"	"R"	"S"
"Enterolobium schomburgkii Benth."	"Guyane francaise"	"0223"	0.81	0.53	27
"Enterolobium schomburgkii Benth."	"Guyane francaise"	"0765"	0.78	0.58	23
"Enterolobium schomburgkii Benth."	"Guyane francaise"	"1514"	0.86	0.57	27
"Enterolobium schomburgkii Benth."	"Guyane francaise"	"1627"	0.85	0.61	23
"Enterolobium schomburgkii Benth."	"Guyane francaise"	"2540"	0.95	0.57	23
"Enterolobium schomburgkii Benth."	"Brésil"	"3013"	0.68	0.50	24
"Enterolobium schomburgkii Benth."	"Brésil"	"0039V"	0.80	0.51	28
"Enterolobium schomburgkii Benth."	"Brésil"	"0054V"	0.74	0.48	27
"Enterolobium schomburgkii Benth."	"Guyane francaise"	"0064G"	0.91	0.51	28
"Enterolobium schomburgkii Benth."	"Brésil"	"0082V"	0.79	0.56	27
"Enterolobium schomburgkii Benth."	"Brésil"	"0104V"	0.72	0.50	25
"Enterolobium schomburgkii Benth."	"Guyane francaise"	"0167G"	0.90	0.46	27
"Enterolobium schomburgkii Benth."	"Brésil"	"0172V"	0.78	0.50	23
"Enterolobium schomburgkii Benth."	"Guyane francaise"	"0270G"	0.91	0.54	27
"Enterolobium schomburgkii Benth."	"Brésil Amazonie"	"2656C"	0.79	0.44	23
"Eperua falcata Aubl."	"Guyane francaise"	"1570"	0.86	0.32	27
"Eperua falcata Aubl."	"Guyane francaise"	"1574"	0.86	0.39	29
"Eperua falcata Aubl."	"Guyane francaise"	"1576"	0.90	0.27	38
"Eperua falcata Aubl."	"Guyane francaise"	"1981"	0.84	0.43	21
"Eperua falcata Aubl."	"Guyane francaise"	"1992"	0.87	0.42	21
"Eperua falcata Aubl."	"Guyane francaise"	"2722"	0.91	0.42	21
"Eperua falcata Aubl."	"Guyane francaise"	"2723"	0.80	0.40	20
"Eperua falcata Aubl."	"Guyane francaise"	"2724"	0.90	0.39	22
"Eperua falcata Aubl."	"Guyane francaise"	"2733"	0.99	0.47	22
"Eperua falcata Aubl."	"Guyane francaise"	"0019G"	1.00	0.35	26
"Eperua falcata Aubl."	"Guyane francaise"	"0019Z"	0.79	0.37	31
"Eperua falcata Aubl."	"Guyane francaise"	"0027G"	0.89	0.34	28
"Eperua falcata Aubl."	"Guyane francaise"	"0155G"	0.88	0.31	31
"Eperua falcata Aubl."	"Guyane francaise"	"0158G"	0.85	0.40	28
"Eperua falcata Aubl."	"Guyane francaise"	"0159G"	0.91	0.34	30
"Eperua falcata Aubl."	"Guyane francaise"	"0160G"	0.74	0.37	25
"Eperua falcata Aubl."	"Guyane francaise"	"0161G"	0.85	0.34	28
"Eperua falcata Aubl."	"Guyane francaise"	"0162G"	0.90	0.39	27
"Eperua falcata Aubl."	"Guyane francaise"	"0164G"	0.84	0.33	31
"Eperua falcata Aubl."	"Guyane francaise"	"0165G"	0.86	0.36	32
"Eperua falcata Aubl."	"Guyane francaise"	"0168G"	0.86	0.29	35
"Eperua falcata Aubl."	"Guyane francaise"	"0170G"	0.87	0.42	27
"Eperua falcata Aubl."	"Guyane francaise"	"0171G"	0.74	0.36	27
"Eperua falcata Aubl."	"Guyane francaise"	"0172G"	0.81	0.26	36
"Eperua falcata Aubl."	"Guyane francaise"	"0177G"	0.83	0.40	27
"Eperua falcata Aubl."	"Guyane francaise"	"0200G"	0.73	0.32	29
"Eperua falcata Aubl."	"Guyane francaise"	"0201G"	0.89	0.37	27
"Eperua falcata Aubl."	"Guyane francaise"	"0202G"	0.80	0.37	27
"Eperua falcata Aubl."	"Guyane francaise"	"0203G"	0.87	0.31	32
"Eperua falcata Aubl."	"Guyane francaise"	"0205G"	0.85	0.46	24
"Eperua falcata Aubl."	"Guyane francaise"	"0206G"	0.89	0.41	26
"Eperua falcata Aubl."	"Guyane francaise"	"0207G"	0.86	0.33	29
"Eperua falcata Aubl."	"Guyane francaise"	"0208G"	0.85	0.44	27
"Eperua falcata Aubl."	"Guyane francaise"	"0210G"	0.88	0.37	26
"Eperua falcata Aubl."	"Guyane francaise"	"0214G"	0.99	0.48	30
"Eperua falcata Aubl."	"Guyane francaise"	"0215G"	0.83	0.33	34
"Eperua falcata Aubl."	"Guyane francaise"	"0216G"	0.81	0.30	31
"Eperua falcata Aubl."	"Guyane francaise"	"0218G"	0.84	0.35	28
"Eperua falcata Aubl."	"Guyane francaise"	"0219G"	0.84	0.33	28
"Eperua falcata Aubl."	"Guyane francaise"	"0221G"	0.85	0.37	26
"Eperua falcata Aubl."	"Guyane francaise"	"0222G"	0.86	0.37	30
"Eperua falcata Aubl."	"Guyane francaise"	"0223G"	0.92	0.33	34
"Eperua falcata Aubl."	"Guyane francaise"	"0229G"	0.83	0.37	28
"Eperua falcata Aubl."	"Guyane francaise"	"0230G"	0.83	0.33	30
"Eperua falcata Aubl."	"Guyane francaise"	"0232G"	0.79	0.28	36
"Eperua falcata Aubl."	"Guyane francaise"	"0236G"	0.90	0.33	31
"Eperua falcata Aubl."	"Guyane francaise"	"0237G"	0.81	0.34	23
"Eperua falcata Aubl."	"Guyane francaise"	"0238G"	0.84	0.30	30
"Eperua falcata Aubl."	"Guyane francaise"	"0239G"	0.88	0.36	33
"Eperua falcata Aubl."	"Guyane francaise"	"0240G"	0.79	0.31	28
"Eperua falcata Aubl."	"Guyane francaise"	"0243G"	0.86	0.35	27
"Eperua falcata Aubl."	"Guyane francaise"	"0244G"	0.84	0.33	26
"Eperua falcata Aubl."	"Guyane francaise"	"0245G"	0.91	0.39	27
"Eperua falcata Aubl."	"Guyane francaise"	"0246G"	0.82	0.30	27
"Eperua falcata Aubl."	"Guyane francaise"	"0247G"	0.78	0.28	31
"Eperua falcata Aubl."	"Guyane francaise"	"0248G"	0.86	0.37	32
"Eperua falcata Aubl."	"Guyane francaise"	"0273G"	0.85	0.44	27
"Eperua falcata Aubl."	"Guyane francaise"	"0296G"	0.85	0.33	30
"Eperua falcata Aubl."	"Guyane francaise"	"0297G"	0.86	0.38	29
"Eperua falcata Aubl."	"Guyane francaise"	"0386G"	0.98	0.33	
"Eperua falcata Aubl."	"Guyane francaise"	"0389G"	0.81	0.15	
"Eperua grandiflora Benth."	"Guyane francaise"	"2591"	0.95	0.51	25
"Eperua grandiflora Benth."	"Guyane francaise"	"2593"	0.99	0.51	23
"Eperua grandiflora Benth."	"Guyane francaise"	"2726"	0.99	0.45	24
"Eperua grandiflora Benth."	"Guyane francaise"	"2727"	0.97	0.49	24
"Eperua grandiflora Benth."	"Guyane francaise"	"2728"	0.88	0.43	23
"Eperua grandiflora Benth."	"Guyane francaise"	"2731"	0.92	0.44	26
"Eperua grandiflora Benth."	"Guyane francaise"	"0156G"	0.94	0.49	30
"Eperua grandiflora Benth."	"Guyane francaise"	"0157G"	0.97	0.47	30
"Eperua grandiflora Benth."	"Guyane francaise"	"0166G"	0.90	0.46	29
"Eperua grandiflora Benth."	"Guyane francaise"	"0213G"	0.96	0.40	32
"Eperua grandiflora Benth."	"Guyane francaise"	"0217G"	0.87	0.42	27
"Eperua grandiflora Benth."	"Guyane francaise"	"0220G"	0.86	0.45	28
"Eperua grandiflora Benth."	"Guyane francaise"	"0224G"	0.99	0.39	30
"Eperua grandiflora Benth."	"Guyane francaise"	"0225G"	0.92	0.41	29
"Eperua grandiflora Benth."	"Guyane francaise"	"0226G"	0.94	0.37	27
"Eperua grandiflora Benth."	"Guyane francaise"	"0227G"	0.93	0.45	26
"Eperua grandiflora Benth."	"Guyane francaise"	"0228G"	0.94	0.43	29
"Eperua grandiflora Benth."	"Guyane francaise"	"0233G"	0.80	0.46	31
"Eperua grandiflora Benth."	"Guyane francaise"	"0235G"	0.91	0.44	31
"Eperua grandiflora Benth."	"Guyane francaise"	"0241G"	0.85	0.43	27
"Eperua grandiflora Benth."	"Guyane francaise"	"0242G"	0.97	0.43	27
"Eperua grandiflora Benth."	"Guyane francaise"	"0266G"	0.87	0.44	33
"Eperua grandiflora Benth."	"Guyane francaise"	"0276G"	0.89	0.45	33
"Eperua grandiflora Benth."	"Guyane francaise"	"0277G"	0.94	0.44	33
"Eperua grandiflora Benth."	"Guyane francaise"	"0279G"	0.86	0.46	30
"Eperua grandiflora Benth."	"Guyane francaise"	"0280G"	0.96	0.44	25
"Eperua grandiflora Benth."	"Guyane francaise"	"0307G"	0.86	0.40	24
"Eperua grandiflora Benth."	"Guyane francaise"	"0308G"	0.99	0.47	29
"Eperua grandiflora Benth."	"Guyane francaise"	"0309G"	0.88	0.35	34
"Eperua grandiflora Benth."	"Guyane francaise"	"0322G"	0.91	0.32	40
"Eperua grandiflora Benth."	"Guyane francaise"	"0334G"	0.94	0.45	28
"Eperua grandiflora Benth."	"Guyane francaise"	"0336G"	0.83	0.42	26
"Eperua grandiflora Benth."	"Guyane francaise"	"0338G"	0.89	0.35	34
"Eperua grandiflora Benth."	"Guyane francaise"	"0339G"	0.90	0.44	32
"Eperua grandiflora Benth."	"Guyane francaise"	"0340G"	0.88	0.49	30
"Eperua grandiflora Benth."	"Guyane francaise"	"0346G"	0.90	0.45	26
"Eperua grandiflora Benth."	"Guyane francaise"	"0373G"	0.91	0.46	28
"Eperua grandiflora Benth."	"Guyane francaise"	"0384G"	0.92	0.19	
"Eperua grandiflora Benth."	"Guyane francaise"	"0385G"	0.88	0.44	32
"Eperua grandiflora Benth."	"Guyane francaise"	"0387G"	0.88	0.23	
"Eperua grandiflora Benth."	"Guyane francaise"	"1230G"	0.98	0.37	30
"Eperua rubiginosa Miq."	"Guyane francaise"	"2721"	0.95	0.43	24
"Eperua rubiginosa Miq."	"Guyane francaise"	"2729"	0.95	0.35	22
"Eperua rubiginosa Miq."	"Guyane francaise"	"0209G"	0.91	0.33	33
"Eperua rubiginosa Miq."	"Guyane francaise"	"0211G"	0.94	0.19	
"Eperua rubiginosa Miq."	"Guyane francaise"	"0212G"	0.91	0.42	27
"Eperua rubiginosa Miq."	"Guyane francaise"	"0256G"	0.93	0.34	30
"Eperua rubiginosa Miq."	"Guyane francaise"	"0302G"	0.77	0.35	27
"Eperua rubiginosa Miq."	"Guyane francaise"	"0344G"	0.83	0.36	24
"Eperua rubiginosa Miq."	"Guyane francaise"	"0348G"	0.86	0.33	32
"Eperua rubiginosa Miq."	"Guyane francaise"	"0375G"	0.73	0.23	39
"Eperua rubiginosa Miq."	"Guyane francaise"	"0376G"	0.85	0.16	
"Eperua rubiginosa Miq."	"Guyane francaise"	"0377G"	0.82	0.26	
"Eperua rubiginosa Miq."	"Guyane francaise"	"0378G"	0.82	0.22	
"Eperua rubiginosa Miq."	"Guyane francaise"	"0379G"	0.87	0.19	
"Eperua rubiginosa Miq."	"Guyane francaise"	"0380G"	0.81	0.23	
"Eperua rubiginosa Miq."	"Guyane francaise"	"0381G"	0.81	0.16	
"Eperua rubiginosa Miq."	"Guyane francaise"	"0382G"	0.81	0.36	28
"Eperua sp"	"Guyane francaise"	"0058"	0.87	0.38	22
"Eperua sp"	"Guyane francaise"	"0676"	0.80	0.39	19
"Eperua sp"	"Guyane francaise"	"0231G"	1.04	0.42	32
"Eribroma oblonga Bodart"	"Côte d'Ivoire"	"0894"	0.78	0.49	27
"Eribroma oblonga Bodart"	"RCA"	"0916"	0.70	0.37	
"Eribroma oblonga Bodart"	"Cameroun"	"0969"	0.74	0.41	35
"Eriotheca crassa Robyns"	"Guyane francaise"	"1611"	0.67	0.53	27
"Eriotheca crassa Robyns"	"Guyane francaise"	"1618"	0.57	0.47	25
"Eriotheca crassa Robyns"	"Guyane francaise"	"1632"	0.51	0.48	28
"Eriotheca globosa Robyns"	"Guyane francaise"	"0398G"	0.55	0.44	29
"Eriotheca sp"	"Brésil Amazonie"	"2664"	0.46	0.40	30
"Eriotheca sp"	"Guyane francaise"	"0045G"	0.61	0.48	31
"Eriotheca sp"	"Guyane francaise"	"0046G"	0.54	0.46	30
"Erisma sp"	"Brésil Amazonie"	"2676"	0.56	0.42	32
"Erisma sp"	"Brésil"	"0033V"	0.75	0.45	30
"Erisma sp"	"Brésil"	"2695C"	0.66	0.46	31
"Erisma sp"	"Brésil"	"2715C"	0.64	0.46	32
"Erisma uncinatum Warm."	"Guyane francaise"	"0047"	0.58	0.37	32
"Erisma uncinatum Warm."	"Guyane francaise"	"1357"	0.64	0.60	29
"Erisma uncinatum Warm."	"Guyane francaise"	"1360"	0.57	0.44	34
"Erisma uncinatum Warm."	"Guyane francaise"	"1365"	0.61	0.65	22
"Erisma uncinatum Warm."	"Guyane francaise"	"1483"	0.71	0.54	32
"Erisma uncinatum Warm."	"Guyane francaise"	"1586"	0.58	0.43	29
"Erisma uncinatum Warm."	"Guyane francaise"	"1610"	0.52	0.40	34
"Erisma uncinatum Warm."	"Guyane francaise"	"2639"	0.63	0.50	28
"Erisma uncinatum Warm."	"Brésil"	"0023V"	0.53	0.37	32
"Erisma uncinatum Warm."	"Guyane francaise"	"0259G"	0.57	0.38	28
"Erismadelphus exsul Mildbr."	"Gabon"	"0861"	0.68	0.37	36
"Erismadelphus exsul Mildbr."	"Gabon"	"1151"	0.76	0.45	36
"Erismadelphus exsul Mildbr."	"Gabon"	"1165"	0.67	0.37	
"Erismadelphus exsul Mildbr."	"Gabon"	"1174"	0.68	0.46	29
"Erismadelphus exsul Mildbr."	"Gabon"	"1177"	0.64	0.32	
"Erismadelphus exsul Mildbr."	"Gabon"	"1182"	0.73	0.44	
"Erismadelphus exsul Mildbr."	"Gabon"	"1327"	0.80	0.61	27
"Erismadelphus exsul Mildbr."	"Gabon"	"1332"	0.77		
"Erythrina sp"	"Guyane francaise"	"0250G"	0.30	0.20	
"Erythrina vogelii Hook.f."	"Côte d'Ivoire"	"0443"	0.28	0.39	36
"Erythrophleum chlorostachys (F.M.)Hennings ex Taub."	"Australie"	"3184"	1.16		
"Erythrophleum chlorostachys (F.M.)Hennings ex Taub."	"Australie"	"3184A"	1.21		
"Erythrophleum chlorostachys (F.M.)Hennings ex Taub."	"Australie"	"3184B"	1.23		
"Erythrophleum fordii Oliv."	"Vietnam"	"0091"	0.95	0.44	20
"Erythrophleum ivorense A.Chev."	"Côte d'Ivoire"	"0368"	0.92	0.53	29
"Erythrophleum ivorense A.Chev."	"Côte d'Ivoire"	"0444"	0.81	0.48	24
"Erythrophleum ivorense A.Chev."	"Cameroun"	"0550"	0.84	0.39	30
"Erythrophleum ivorense A.Chev."	"Côte d'Ivoire"	"0785"	0.82	0.40	25
"Erythrophleum ivorense A.Chev."	"Gabon"	"0995"	0.96	0.49	27
"Erythrophleum ivorense A.Chev."	"Gabon"	"1001"	0.98	0.51	25
"Erythrophleum ivorense A.Chev."	"Gabon"	"1002"	0.90	0.40	28
"Erythrophleum ivorense A.Chev."	"Gabon"	"1003"	0.94	0.33	36
"Erythrophleum ivorense A.Chev."	"Cameroun"	"1157"	0.80	0.38	27
"Erythrophleum ivorense A.Chev."	"Gabon"	"1669"	0.91	0.63	19
"Erythrophleum sp"	"Gabon"	"0507"	0.80	0.44	27
"Erythrophleum suaveolens Brenan"	"Guinée"	"0004"	1.06	0.57	18
"Erythrophleum suaveolens Brenan"	"Gabon"	"0072"	0.91	0.70	17
"Erythrophleum suaveolens Brenan"	"RCA"	"0949"	0.86	0.47	27
"Erythrophleum suaveolens Brenan"	"Côte d'Ivoire"	"0368A"	0.99	0.57	30
"Erythroxylum mannii Oliv."	"Cameroun"	"0160"	0.68	0.49	23
"Erythroxylum mannii Oliv."	"Cameroun"	"0288"	0.64	0.44	28
"Erythroxylum mannii Oliv."	"Cameroun"	"0311"	0.63	0.39	30
"Erythroxylum mannii Oliv."	"Cameroun"	"0961"	0.70	0.30	37
"Eschweilera congestiflora Eyma"	"Guyane francaise"	"0272G"	1.06	0.56	
"Eschweilera coriacea (A.P.DC.) Mori"	"Guyane francaise"	"1869"	1.03	0.60	25
"Eschweilera coriacea (A.P.DC.) Mori"	"Guyane francaise"	"1870"	0.95	0.55	26
"Eschweilera coriacea (A.P.DC.) Mori"	"Guyane francaise"	"1872"	1.04	0.62	25
"Eschweilera coriacea (A.P.DC.) Mori"	"Brésil"	"0069V"	1.01	0.53	25
"Eschweilera coriacea (A.P.DC.) Mori"	"Guyane francaise"	"0074G"	0.91	0.54	32
"Eschweilera coriacea (A.P.DC.) Mori"	"Guyane francaise"	"0370G"	1.04	0.47	
"Eschweilera simiorum Eyma"	"Guyane francaise"	"0240"	1.14	0.51	27
"Eschweilera sp"	"Guyane francaise"	"0059G"	1.00	0.62	32
"Eschweilera sp"	"Guyane francaise"	"0136G"	0.88	0.50	31
"Eschweilera sp"	"Guyane francaise"	"0369G"	0.99	0.53	36
"Eschweilera sp"	"Guyane francaise"	"0460G"	1.02	0.55	37
"Eschweilera sp"	"Guyane francaise"	"0472G"	1.06	0.63	31
"Eschweilera sp"	"Guyane francaise"	"1235G"	0.97	0.52	34
"Eucalyptus acmenoides Schau."	"Madagascar"	"3206"	0.72	0.46	33
"Eucalyptus acmenoides Schau."	"Madagascar"	"3209"	0.75	0.49	30
"Eucalyptus acmenoides Schau."	"Madagascar"	"3211"	0.76	0.48	30
"Eucalyptus botryoides Sm."	"Burundi"	"3092P"	0.74	0.46	28
"Eucalyptus botryoides Sm."	"Burundi"	"3099P"	0.84	0.56	27
"Eucalyptus botryoides Sm."	"Burundi"	"3147P"	0.90	0.58	27
"Eucalyptus camaldulensis Dehn."	"Uruguay"	"1607"	0.72	0.38	35
"Eucalyptus camaldulensis Dehn."	"Uruguay"	"1609"	0.95	0.49	29
"Eucalyptus camaldulensis Dehn."	"Uruguay"	"1617"	0.68	0.47	26
"Eucalyptus camaldulensis Dehn."	"Burkina faso"	"2498"	0.80	0.45	26
"Eucalyptus camaldulensis Dehn."	"Burkina faso"	"2502"	0.76	0.49	29
"Eucalyptus camaldulensis Dehn."	"Burkina faso"	"2505"	0.81	0.55	24
"Eucalyptus camaldulensis Dehn."	"Burkina faso"	"2508"	0.75	0.45	24
"Eucalyptus camaldulensis Dehn."	"Burundi"	"3123P"	0.85	0.58	32
"Eucalyptus camaldulensis Dehn."	"Burundi"	"3143P"	0.98	0.54	29
"Eucalyptus citriodora Hook."	"Madagascar"	"0661"	0.84	0.42	32
"Eucalyptus citriodora Hook."	"Madagascar"	"1071"	1.07	0.62	27
"Eucalyptus citriodora Hook."	"Madagascar"	"1197"	1.00	0.77	19
"Eucalyptus citriodora Hook."	"Madagascar"	"3216"	1.02	0.61	22
"Eucalyptus citriodora Hook."	"Madagascar"	"3219"	1.03	0.68	25
"Eucalyptus cloeziana F.Muell."	"Madagascar"	"3220"	0.83	0.60	28
"Eucalyptus cloeziana F.Muell."	"Madagascar"	"3221"	0.90	0.58	29
"Eucalyptus cloeziana F.Muell."	"Rép. Congo"	"2859P"	0.76	0.51	28
"Eucalyptus cloeziana F.Muell."	"Rép. Congo"	"2861P"	0.69	0.42	27
"Eucalyptus deglupta Bl."	"Côte d'Ivoire"	"2741P"	0.49	0.38	27
"Eucalyptus delegatensis R.T.Baker"	"Madagascar"	"0654"	0.97	0.52	29
"Eucalyptus globulus Labill."	"Uruguay"	"1642"	0.90	0.66	30
"Eucalyptus globulus Labill."	"Uruguay"	"1643"	0.92	0.60	34
"Eucalyptus globulus Labill."	"Uruguay"	"1644"	0.89	0.56	30
"Eucalyptus globulus Labill."	"Espagne"	"3260P"	0.73	0.53	30
"Eucalyptus globulus Labill."	"Espagne"	"3261P"	0.89	0.63	32
"Eucalyptus globulus Labill."	"Espagne"	"3262P"	0.85	0.58	29
"Eucalyptus globulus Labill."	"Espagne"	"3275P"	0.82	0.61	31
"Eucalyptus globulus Labill."	"Espagne"	"3276P"	0.88	0.62	33
"Eucalyptus globulus Labill. ssp.maidenii Kirkpatr."	"Madagascar"	"0651"	0.87	0.42	30
"Eucalyptus globulus Labill. ssp.maidenii Kirkpatr."	"Burundi"	"3095P"	0.83	0.56	28
"Eucalyptus globulus Labill. ssp.maidenii Kirkpatr."	"Burundi"	"3121P"	0.85	0.53	28
"Eucalyptus globulus Labill. ssp.maidenii Kirkpatr."	"Burundi"	"3125P"	0.90	0.58	28
"Eucalyptus gomphocephala DC."	"Maroc"	"2321"	0.82	0.50	29
"Eucalyptus gomphocephala DC."	"Maroc"	"2325"	0.92	0.56	28
"Eucalyptus gomphocephala DC."	"Maroc"	"2327"	0.72	0.44	27
"Eucalyptus gomphocephala DC."	"Maroc"	"2334"	0.93	0.57	25
"Eucalyptus goniocalyx F.Muell."	"Madagascar"	"0649"	0.89	0.37	36
"Eucalyptus grandis Hill"	"Madagascar"	"0665"	0.70		
"Eucalyptus grandis Hill"	"Madagascar"	"1067"	0.55	0.44	28
"Eucalyptus grandis Hill"	"Madagascar"	"1190"	0.58	0.37	34
"Eucalyptus grandis Hill"	"Burundi"	"3097P"	0.60	0.45	31
"Eucalyptus grandis Hill"	"Burundi"	"3124P"	0.63	0.47	29
"Eucalyptus grandis Hill"	"Burundi"	"3133P"	0.67	0.51	31
"Eucalyptus grandis Hill"	"Burundi"	"3146P"	0.72	0.52	30
"Eucalyptus grandis Hill"	"Burundi"	"3160P"	0.65	0.50	30
"Eucalyptus grandis Hill"	"Burundi"	"3161P"	0.77	0.55	32
"Eucalyptus gummifera Hochr."	"Madagascar"	"0634"	0.73	0.44	29
"Eucalyptus leucoxylon F.Muell."	"Madagascar"	"0658"	0.76	0.27	
"Eucalyptus maculata Hook."	"Madagascar"	"0653"	0.79	0.38	37
"Eucalyptus maculata Hook."	"Madagascar"	"0662"	0.80	0.41	32
"Eucalyptus maculata Hook."	"Madagascar"	"3207"	0.91	0.59	27
"Eucalyptus maculata Hook."	"Madagascar"	"3222"	0.93	0.53	25
"Eucalyptus maculata Hook."	"Madagascar"	"3223"	0.98	0.60	24
"Eucalyptus maculata Hook."	"Burundi"	"3100P"	0.87	0.50	25
"Eucalyptus maculata Hook."	"Burundi"	"3126P"	0.96	0.62	25
"Eucalyptus maculata Hook."	"Burundi"	"3127P"	0.93	0.59	26
"Eucalyptus microcorys F.Muell."	"Madagascar"	"3210"	1.04	0.64	28
"Eucalyptus microcorys F.Muell."	"Madagascar"	"3215"	0.93	0.55	26
"Eucalyptus microcorys F.Muell."	"Madagascar"	"3217"	1.03	0.65	27
"Eucalyptus microcorys F.Muell."	"Burundi"	"3134P"	0.91	0.61	31
"Eucalyptus microcorys F.Muell."	"Burundi"	"3139P"	1.02	0.62	26
"Eucalyptus microcorys F.Muell."	"Burundi"	"3140P"	1.00	0.60	27
"Eucalyptus muelleriana Howitt"	"Madagascar"	"3213"	0.72	0.49	29
"Eucalyptus muelleriana Howitt"	"Madagascar"	"3214"	0.80	0.51	26
"Eucalyptus paniculata Smith"	"Burundi"	"3091P"	1.07	0.56	35
"Eucalyptus paniculata Smith"	"Burundi"	"3096P"	1.05	0.67	29
"Eucalyptus paniculata Smith"	"Burundi"	"3101P"	1.13	0.64	31
"Eucalyptus pilularis Smith"	"Madagascar"	"0660"	0.87	0.41	38
"Eucalyptus pilularis Smith"	"Madagascar"	"0940"	0.76	0.42	38
"Eucalyptus pilularis Smith"	"Madagascar"	"1072"	0.90	0.54	32
"Eucalyptus pilularis Smith"	"Madagascar"	"3212"	0.86	0.52	28
"Eucalyptus piperita Smith"	"Madagascar"	"0650"	0.77	0.34	
"Eucalyptus resinifera Smith"	"Madagascar"	"0652"	0.84	0.48	33
"Eucalyptus resinifera Smith"	"Madagascar"	"0946"	0.89	0.41	36
"Eucalyptus resinifera Smith"	"Madagascar"	"1066"	0.89	0.57	29
"Eucalyptus robusta J.E.Smith"	"Madagascar"	"0641"	0.72	0.30	
"Eucalyptus robusta J.E.Smith"	"Madagascar"	"0927"	0.72	0.38	
"Eucalyptus robusta J.E.Smith"	"Madagascar"	"1344"	0.81	0.37	
"Eucalyptus robusta J.E.Smith"	"Madagascar"	"1350"	0.92	0.58	32
"Eucalyptus robusta J.E.Smith"	"Madagascar"	"1352"	0.87	0.40	
"Eucalyptus robusta J.E.Smith"	"Madagascar"	"1358"	0.78	0.65	24
"Eucalyptus robusta J.E.Smith"	"Madagascar"	"1362"	0.84	0.61	25
"Eucalyptus robusta J.E.Smith"	"Madagascar"	"1369"	0.90	0.56	26
"Eucalyptus robusta J.E.Smith"	"Madagascar"	"3208"	0.86	0.53	29
"Eucalyptus robusta J.E.Smith"	"Madagascar"	"3218"	0.95	0.62	27
"Eucalyptus robusta J.E.Smith"	"Burundi"	"3093P"	0.92	0.60	28
"Eucalyptus robusta J.E.Smith"	"Burundi"	"3122P"	0.64	0.52	29
"Eucalyptus robusta J.E.Smith"	"Burundi"	"3155P"	0.57	0.46	32
"Eucalyptus saligna 12ABL"	"Rép. Congo"	"2856P"	0.71	0.48	26
"Eucalyptus saligna 12ABL"	"Rép. Congo"	"2857P"	0.77	0.54	27
"Eucalyptus saligna 12ABL"	"Rép. Congo"	"2858P"	0.74	0.52	28
"Eucalyptus saligna 12ABL"	"Rép. Congo"	"2860P"	0.72	0.46	28
"Eucalyptus saligna 12ABL"	"Rép. Congo"	"2862P"	0.67	0.48	26
"Eucalyptus saligna 12ABL"	"Rép. Congo"	"2863P"	0.69	0.48	27
"Eucalyptus saligna J.E.Smith"	"Madagascar"	"0635"	0.95		
"Eucalyptus saligna J.E.Smith"	"Madagascar"	"1206"	0.64	0.61	21
"Eucalyptus saligna J.E.Smith"	"Uruguay"	"1628"	0.65	0.53	29
"Eucalyptus saligna J.E.Smith"	"Uruguay"	"1641"	0.64	0.55	28
"Eucalyptus saligna J.E.Smith"	"Uruguay"	"1653"	0.91	0.53	34
"Eucalyptus saligna J.E.Smith"	"Burundi"	"3098P"	0.58	0.49	27
"Eucalyptus saligna J.E.Smith"	"Burundi"	"3141P"	0.52	0.44	29
"Eucalyptus saligna J.E.Smith"	"Burundi"	"3142P"	0.59	0.46	30
"Eucalyptus sp"	"Madagascar"	"0659"	1.02	0.23	
"Eucalyptus sp"	"Madagascar"	"0663"	0.81	0.20	
"Eucalyptus sp"	"Madagascar"	"0664"	0.71	0.39	35
"Eucalyptus sp"	"Madagascar"	"0793"	0.92	0.43	
"Eucalyptus sp"	"Cameroun"	"0795"	0.66	0.36	
"Eucalyptus sp"	"Madagascar"	"1147"	0.91	0.28	39
"Eucalyptus sp"	"Rép. Congo"	"2846P"	0.90	0.55	26
"Eucalyptus sp"	"Rép. Congo"	"2847P"	0.89	0.52	24
"Eucalyptus sp"	"Rép. Congo"	"2848P"	0.83	0.50	29
"Eucalyptus tereticornis J.E.Smith"	"Madagascar"	"0636"	0.89	0.43	29
"Eucalyptus tereticornis J.E.Smith"	"Madagascar"	"0666"	0.67	0.31	36
"Eucalyptus tereticornis J.E.Smith"	"Uruguay"	"1621"	0.97	0.57	27
"Eucalyptus tereticornis J.E.Smith"	"Uruguay"	"1629"	0.77	0.53	30
"Eucalyptus tereticornis J.E.Smith"	"Uruguay"	"1640"	0.74	0.53	29
"Eucalyptus tereticornis J.E.Smith"	"Burundi"	"3120P"	0.74	0.49	28
"Eucalyptus tereticornis J.E.Smith"	"Burundi"	"3144P"	0.70	0.49	29
"Eucalyptus tereticornis J.E.Smith"	"Burundi"	"3162P"	0.81	0.54	27
"Eucalyptus tetrodonta F.Muell."	"Australie"	"3181"	1.05		
"Eucalyptus tetrodonta F.Muell."	"Australie"	"3181A"	1.03		
"Eucalyptus tetrodonta F.Muell."	"Australie"	"3181B"	1.04		
"Eucalyptus viminalis Labill."	"Madagascar"	"0643"	0.91	0.41	33
"Eucalyptus viminalis Labill."	"Madagascar"	"0655"	0.85		
"Eugenia monticola DC."	"Martinique"	"0208"	0.91	0.44	32
"Eugenia parkeri Bak."	"Madagascar"	"1557"	0.86	0.51	34
"Eugenia parkeri Bak."	"Madagascar"	"1560"	0.82	0.46	33
